symbol,strategy,holding_hours,total_trades,wins,losses,flats_skipped,win_rate,avg_win_pct,avg_loss_pct,is_significant,p_value,ci_lower,ci_upper
XRP,ghost_inverse_strong,168,85,44,41,266,0.5176470588235295,0.06980159824590754,0.0633653146716232,False,0.4142116370824501,0.41297360126349636,0.6207943632936481
XRP,rsi,24,94,48,46,263,0.5106382978723404,0.02209589615503087,0.03463037109644211,False,0.45896153365787173,0.41116709806344404,0.6092741048604655
XRP,rsi,48,93,43,50,263,0.46236559139784944,0.031380272798821524,0.037437580054170486,False,0.7965378159769329,0.36454451284102324,0.5631725013347029
XRP,rsi,72,93,40,53,262,0.43010752688172044,0.048579143171539704,0.04533206618824538,False,0.9269114856764237,0.33423358533237524,0.5315265838511162
XRP,rsi,168,90,51,39,261,0.5666666666666667,0.06704192634467128,0.07422178200991383,False,0.12305322485813919,0.4636391101764269,0.664235947367349
XRP,bollinger,24,43,21,22,314,0.4883720930232558,0.021001358481631517,0.02678119426212079,False,0.619604178719328,0.34617209277756,0.6324793623392592
XRP,bollinger,48,43,19,24,313,0.4418604651162791,0.04053796835981078,0.037655427943077226,False,0.8198111735321163,0.3043308562392133,0.5889264193448829
XRP,bollinger,72,43,20,23,312,0.46511627906976744,0.054097687185956575,0.047432964769139295,False,0.728807994071758,0.32510826263918563,0.6108461027112722
XRP,bollinger,168,42,23,19,309,0.5476190476190477,0.05784763481104021,0.08196287903624555,False,0.32198447818518616,0.39948862747122693,0.6877683618136149
XRP,always_up,24,357,165,192,0,0.46218487394957986,0.029347244193581798,0.0260604208546637,False,0.9308738365405079,0.41114337795257705,0.5140315464463837
XRP,always_up,48,356,165,191,0,0.46348314606741575,0.04115243162962564,0.037221598416980396,False,0.9238347087598899,0.41234758069655336,0.5153984053150695
XRP,always_up,72,355,166,189,0,0.4676056338028169,0.05048574092183535,0.046720143469554276,False,0.8986635355889104,0.4163261252414565,0.5195787419757224
XRP,always_up,168,351,153,198,0,0.4358974358974359,0.08002705261326375,0.06653306772760269,False,0.993019137967645,0.38499147523930416,0.48819137592583545
XRP,always_down,24,357,192,165,0,0.5378151260504201,0.0260604208546637,0.029347244193581798,False,0.08435627629392019,0.48596845355361634,0.588856622047423
XRP,always_down,48,356,191,165,0,0.5365168539325843,0.037221598416980396,0.04115243162962564,False,0.0925472613477309,0.48460159468493047,0.5876524193034467
XRP,always_down,72,355,189,166,0,0.532394366197183,0.046720143469554276,0.05048574092183535,False,0.12145632684528258,0.48042125802427765,0.5836738747585435
XRP,always_down,168,351,198,153,0,0.5641025641025641,0.06653306772760269,0.08002705261326375,True,0.009359574285458302,0.5118086240741646,0.6150085247606958
XRP,random,24,357,182,175,0,0.5098039215686274,0.029651012168508538,0.02542521075067356,False,0.3754371557484699,0.4581190925494907,0.5612800011248529
XRP,random,48,356,186,170,0,0.5224719101123596,0.03837690268184306,0.03977278010416869,False,0.21332734855435198,0.4706217482521677,0.5738422603560644
XRP,random,72,355,183,172,0,0.5154929577464789,0.04604780250741788,0.05106972238321487,False,0.2978289767324939,0.46361783627879577,0.5670363576608143
